City,Client name,Country,Customer Segment,Date of Sale,Packaging,Priority,Product Category,Product Sub-Category,Product's name,Region,Row ID,Send date,Shipping Method,State,Zip code,Discount,Margin,Profit,Quantity,Sale Value,Shipping cost,Unit price
Recife,Julia Barnett,Brasil,Home Office,12/21/2017,Medium Box,Low,Office Supplies,Home appliances,Honeywell Quietcare HEPA Air Cleaner,Nordeste,1758,12/21/2010 0:00,Normal Air,Pernambuco,92672,0.02,0.52,611.93,29,2360.98,13.99,78.65
Teresina,Cassandra Brandow,Brasil,Home Office,4/16/2018,Medium Box,Low,Office Supplies,Home appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Nordeste,5737,4/21/2011 0:00,Normal Air,Piauí,97301,0.09,0.42,-11.66,19,217.69,6.12,11.33
Recife,Brad Thomas,Brasil,Home Office,7/5/2016,Small Box,Low,Office Supplies,Covers and Acessories,GBC Instant Indexâ„¢ System for Binding Systems,Nordeste,536,7/10/2009 0:00,Normal Air,Pernambuco,94024,0.01,0.35,-15.456,8,79.42,6.28,8.88
Maceió,Quincy Jones,Brasil,Home Office,4/11/2017,Small Box,Low,Office Supplies,Hang tags,Self-Adhesive Address Labels for Typewriters by Universal,Nordeste,2310,4/15/2010 0:00,Normal Air,Alagoas,85323,0.01,0.38,167.3,40,312.63,0.49,7.31
JoÃ£o Pessoa,Carol Darley,Brasil,Home Office,5/18/2019,Small Box,Low,Office Supplies,Paper,Xerox 1939,Nordeste,2409,5/20/2012 0:00,Normal Air,Paraíba,80134,0.01,0.37,128,42,861.41,9.54,18.97
JoÃ£o Pessoa,Art Foster,Brasil,Home Office,2/17/2019,Small Box,Low,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Nordeste,5731,2/22/2012 0:00,Normal Air,Paraíba,80232,0.02,0.35,62.54,14,157.49,1.39,10.94
Feira de Santana,Christopher Conant,Brasil,Home Office,9/3/2019,Small Box,Low,Office Supplies,Envelopes,Park Ridgeâ„¢ Embossed Executive Business Envelopes,Nordeste,7995,9/10/2012 0:00,Normal Air,Bahia,98408,0.03,0.38,109.19,18,271.85,1.39,15.57
Recife,Bryan Spruell,Brasil,Home Office,6/3/2018,Small Box,Low,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,Nordeste,5268,6/5/2011 0:00,Normal Air,Pernambuco,93101,0.03,0.35,-23.1,1,29.19,12.39,16.98
JoÃ£o Pessoa,Greg Matthias,Brasil,Home Office,2/10/2017,Small Box,Low,Office Supplies,Paper,Xerox 1949,Nordeste,6655,2/19/2010 0:00,Normal Air,Paraíba,80525,0.03,0.36,-25.97,16,88.19,4.72,4.98
Teresina,Catherine Glotzbach,Brasil,Home Office,5/3/2018,Small Box,Low,Office Supplies,Paper,Xerox 1988,Nordeste,4780,5/7/2011 0:00,Normal Air,Piauí,97477,0.03,0.4,-95.05,47,1488.86,19.99,30.98
Maceió,Rob Williams,Brasil,Home Office,10/9/2017,Small Box,Low,Office Supplies,Storage and Organization,"Hot FileÂ® 7-Pocket, Floor Stand",Nordeste,2893,10/16/2010 0:00,Normal Air,Alagoas,85224,0.03,0.55,188.91,9,1609.19,19.99,178.47
Aracaju,Sharelle Roach,Brasil,Home Office,10/26/2017,Small Box,Low,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Nordeste,7439,10/26/2010 0:00,Normal Air,Sergipe,83814,0.05,0.4,146.64,38,1323.31,14.72,35.89
Natal,Annie Thurman,Brasil,Home Office,2/22/2018,Small Box,Low,Office Supplies,Paper,Xerox 1935,Nordeste,1764,2/26/2011 0:00,Normal Air,Rio Grande do Norte,84044,0.05,0.39,219.78,25,676.24,5.86,26.38
Recife,Brad Thomas,Brasil,Home Office,7/5/2016,Small Box,Low,Office Supplies,Hang tags,Avery 514,Nordeste,537,7/14/2009 0:00,Normal Air,Pernambuco,94024,0.06,0.36,17.14,26,75.6,0.99,2.88
Maceió,Rob Williams,Brasil,Home Office,8/10/2019,Small Box,Low,Office Supplies,Paper,Xerox 1894,Nordeste,7634,8/14/2012 0:00,Normal Air,Alagoas,85224,0.06,0.37,-34.53,11,73.22,6.22,6.48
Recife,Brad Thomas,Brasil,Home Office,9/24/2018,Small Box,Low,Office Supplies,Paper,Xerox 1989,Nordeste,4383,9/26/2011 0:00,Normal Air,Pernambuco,95032,0.06,0.38,-11.36,3,19.34,5.02,4.98
Fortaleza,Daniel Byrd,Brasil,Home Office,4/28/2017,Small Box,Low,Office Supplies,Covers and Acessories,Catalog Binders with Expanding Posts,Nordeste,5732,5/5/2010 0:00,Normal Air,CearÃ¡,89502,0.07,0.4,551.3355,42,2753.07,19.99,67.28
JoÃ£o Pessoa,Eva Jacobs,Brasil,Home Office,1/3/2019,Small Box,Low,Office Supplies,Envelopes,Multimedia Mailers,Nordeste,2239,1/12/2012 0:00,Normal Air,Paraíba,80020,0.07,0.39,1189.96,22,3353.54,19.99,162.93
Natal,Annie Thurman,Brasil,Home Office,2/22/2018,Small Box,Low,Office Supplies,Storage and Organization,"Dual Level, Single-Width Filing Carts",Nordeste,1765,2/26/2011 0:00,Normal Air,Rio Grande do Norte,84044,0.07,0.59,993.15,24,3668.6,7.07,155.06
Feira de Santana,Christopher Conant,Brasil,Home Office,9/3/2019,Small Box,Low,Office Supplies,Covers and Acessories,Durable Pressboard Binders,Nordeste,7994,9/3/2012 0:00,Normal Air,Bahia,98408,0.08,0.38,-2.6565,6,22.89,1.49,3.8
JoÃ£o Pessoa,Eva Jacobs,Brasil,Home Office,9/11/2018,Small Box,Low,Office Supplies,Covers and Acessories,Avery Reinforcements for Hole-Punch Pages,Nordeste,6281,9/15/2011 0:00,Normal Air,Paraíba,80104,0.08,0.4,-13.501,4,12.49,4.77,1.98
Recife,Aaron Hawkins,Brasil,Home Office,5/12/2018,Small Box,Low,Office Supplies,Paper,Xerox 1930,Nordeste,1483,5/21/2011 0:00,Normal Air,Pernambuco,91776,0.08,0.36,-141.26,45,283.13,6.81,6.48
Natal,Annie Thurman,Brasil,Home Office,2/22/2018,Small Box,Low,Office Supplies,Paper,Xerox 1908,Nordeste,1763,2/28/2011 0:00,Normal Air,Rio Grande do Norte,84044,0.08,0.36,-54.87,2,107.12,4.86,55.98
JoÃ£o Pessoa,Lauren Leatherbury,Brasil,Home Office,4/22/2018,Small Box,Low,Office Supplies,Storage and Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Nordeste,6073,4/27/2011 0:00,Normal Air,Paraíba,81301,0.08,0.57,163.38,43,1438.33,8.22,34.76
Feira de Santana,Andrew Roberts,Brasil,Home Office,1/16/2019,Small Box,Low,Office Supplies,Covers and Acessories,GBC VeloBinder Electric Binding Machine,Nordeste,1313,1/20/2012 0:00,Normal Air,Bahia,98052,0.09,0.35,1440.274,33,3633.03,9.07,120.98
Recife,Maris LaWare,Brasil,Home Office,11/17/2018,Small Box,Low,Office Supplies,Covers and Acessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Nordeste,6214,11/21/2011 0:00,Normal Air,Pernambuco,91104,0.09,0.38,0.8585,38,202.42,2.99,5.34
Teresina,Rose O'Brian,Brasil,Home Office,6/29/2018,Small Box,Low,Office Supplies,Covers and Acessories,Wilson Jones â€œSnapâ€ Scratch Pad Binder Tool for Ring Binders,Nordeste,3905,7/6/2011 0:00,Normal Air,Piauí,97321,0.09,0.4,-9.6945,1,11.08,5.59,5.8
Maceió,Ashley Jarboe,Brasil,Home Office,12/5/2016,Small Box,Low,Office Supplies,Envelopes,"Tyvek Â® Top-Opening Peel & Seel Â® Envelopes, Gray",Nordeste,5059,12/10/2009 0:00,Normal Air,Alagoas,85234,0.09,0.4,107.74,13,453.09,6.66,35.94
Maceió,Ashley Jarboe,Brasil,Home Office,12/5/2016,Small Box,Low,Office Supplies,Paper,Xerox 1922,Nordeste,5061,12/7/2009 0:00,Normal Air,Alagoas,85234,0.09,0.36,-92.01,20,102.61,7.44,4.98
Recife,Noel Staavos,Brasil,Home Office,5/24/2017,Small Box,Low,Office Supplies,Storage and Organization,Fellowes Super Stor/DrawerÂ® Files,Nordeste,6025,5/28/2010 0:00,Normal Air,Pernambuco,94015,0.09,0.66,-139.75,7,1069.64,19.99,161.55
Recife,Karen Carlisle,Brasil,Home Office,7/10/2018,Small Box,Low,Office Supplies,Covers and Acessories,"GBC White Gloss Covers, Plain Front",Nordeste,7668,7/14/2011 0:00,Normal Air,Pernambuco,91776,0.1,0.38,23.9615,24,344.25,6.46,14.48
Maceió,Benjamin Farhat,Brasil,Home Office,10/9/2018,Small Box,Low,Office Supplies,Home appliances,Fellowes Command Center 5-outlet power strip,Nordeste,3162,10/11/2011 0:00,Normal Air,Alagoas,85338,0.1,0.58,696.17,39,2405,0.99,67.84
Recife,Jennifer Patt,Brasil,Home Office,4/20/2017,Small Box,Low,Office Supplies,Storage and Organization,Fellowes Bankers Boxâ„¢ StaxonsteelÂ® Drawer File/Stacking System,Nordeste,5664,4/24/2010 0:00,Normal Air,Pernambuco,92404,0.1,0.73,-110.07,2,128.52,6.88,64.98
Recife,Brad Thomas,Brasil,Home Office,9/24/2018,Small Pack,Low,Office Supplies,Pens and art supplies,Berol Giant Pencil Sharpener,Nordeste,4384,9/28/2011 0:00,Normal Air,Pernambuco,95032,0.06,0.56,-91.31,35,590.32,8.99,16.99
Recife,Dean Percer,Brasil,Home Office,12/30/2017,Wrap Bag,Low,Office Supplies,Pens and art supplies,"Quartet AlphaÂ® White Chalk, 12/Pack",Nordeste,60,4/1/2011 0:00,Normal Air,Pernambuco,94061,0.02,0.38,3.88,21,46.94,1,2.21
JoÃ£o Pessoa,Eva Jacobs,Brasil,Home Office,8/17/2019,Wrap Bag,Low,Office Supplies,Elastic bands,Plymouth Boxed Rubber Bands by Plymouth,Nordeste,7965,8/24/2012 0:00,Normal Air,Paraíba,80906,0.03,0.8,8.89,47,228.31,0.7,4.71
Feira de Santana,Andrew Roberts,Brasil,Home Office,5/29/2019,Wrap Bag,Low,Office Supplies,Pens and art supplies,Newell 340,Nordeste,4103,5/29/2012 0:00,Normal Air,Bahia,98052,0.04,0.56,8.13,26,74.02,0.7,2.88
Maceió,Quincy Jones,Brasil,Home Office,4/11/2017,Wrap Bag,Low,Office Supplies,Paper,Riverleaf Stik-WithitÂ® Designer Note CubesÂ®,Nordeste,2311,4/15/2010 0:00,Normal Air,Alagoas,85323,0.06,0.39,146.04,46,441.4,2.06,10.06
JoÃ£o Pessoa,Eva Jacobs,Brasil,Home Office,1/3/2019,Wrap Bag,Low,Office Supplies,Pens and art supplies,"Binney & Smith inkTankâ„¢ Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Nordeste,2240,1/10/2012 0:00,Normal Air,Paraíba,80020,0.08,0.44,-70.73,26,69.38,4.28,2.52
Recife,Karen Carlisle,Brasil,Home Office,7/10/2018,Wrap Bag,Low,Office Supplies,Pens and art supplies,"Quartet OmegaÂ® Colored Chalk, 12/Pack",Nordeste,7669,7/15/2011 0:00,Normal Air,Pernambuco,91776,0.09,0.38,14.46,12,64.77,1,5.84
Fortaleza,Roland Murray,Brasil,Home Office,9/24/2019,Wrap Bag,Low,Office Supplies,Pens and art supplies,"Sanford Colorific Colored Pencils, 12/Box",Nordeste,7342,9/28/2012 0:00,Normal Air,CearÃ¡,89031,0.1,0.55,0.49,41,112.6,1.01,2.88
Brasilia,Don Miller,Brasil,Home Office,9/16/2016,Small Box,Low,Office Supplies,Paper,Xerox 1982,Norte,2445,9/16/2009 0:00,Normal Air,Tocantins,60130,0.04,0.39,-97.28,27,644.4,16.87,22.84
Manaus,Dorothy Badders,Brasil,Home Office,2/26/2017,Small Box,Low,Office Supplies,Paper,Xerox 198,Norte,107,2/26/2010 0:00,Normal Air,Amazonas,60035,0.07,0.38,-226.36,44,228.41,8.33,4.98
SÃ£o Paulo,Katherine Nockton,Brasil,Home Office,10/17/2016,Large Box,Low,Office Supplies,Storage and Organization,Space Solutionsâ„¢ Industrial Galvanized Steel Shelving.,Sudeste,1918,10/21/2009 0:00,Normal Air,SÃ£o Paulo,45429,0.09,0.83,-949.09,32,2421.44,35,78.8
Rio de Janeiro,George Zrebassa,Brasil,Home Office,5/6/2017,Large Box,Low,Office Supplies,Storage and Organization,Space Solutionsâ„¢ Industrial Galvanized Steel Shelving.,Sudeste,4403,5/10/2010 0:00,Normal Air,Rio de Janeiro,5401,0.1,0.83,-1326.29,44,3249.09,35,78.8
RibeirÃ£o Pires,Vivek Grady,Brasil,Home Office,11/20/2019,Large Box,Low,Office Supplies,Storage and Organization,Fellowes Officewareâ„¢ Wire Shelving,Sudeste,7008,11/20/2012 0:00,Normal Air,SÃ£o Paulo,44483,0.1,0.83,-794.94,24,2014.13,35,89.83
RibeirÃ£o Pires,Carol Triggs,Brasil,Home Office,1/11/2017,Small Box,Low,Office Supplies,Covers and Acessories,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Sudeste,6813,1/13/2010 0:00,Normal Air,SÃ£o Paulo,14224,0,0.35,146.166,27,360.7,1.49,12.97
SÃ£o Paulo,Harold Ryan,Brasil,Home Office,7/11/2019,Small Box,Low,Office Supplies,Paper,Xerox 1959,Sudeste,5179,7/18/2012 0:00,Normal Air,SÃ£o Paulo,44145,0,0.37,-73.33,25,184.32,7.3,6.68
SÃ£o Paulo,Sandra Flanagan,Brasil,Home Office,2/4/2019,Small Box,Low,Office Supplies,Paper,Xerox Blank Computer Paper,Sudeste,5669,2/8/2012 0:00,Normal Air,SÃ£o Paulo,44125,0,0.38,333.18,47,1001.17,5.77,19.98
Vitória,Jason Klamczynski,Brasil,Home Office,3/3/2017,Small Box,Low,Office Supplies,Covers and Acessories,GBC Imprintable Covers,Sudeste,1585,3/7/2010 0:00,Normal Air,Espírito Santo,20601,0.01,0.36,59.041,39,446.04,5.14,10.98
Brasilia,Arthur Prichep,Brasil,Home Office,5/7/2019,Small Box,Low,Office Supplies,Covers and Acessories,"Avery Flip-Chart Easel Binder, Black",Sudeste,8177,5/9/2012 0:00,Normal Air,SÃ£o Paulo,43229,0.01,0.38,-35.6155,11,273.44,15.1,22.38
Vitória,Michelle Huthwaite,Brasil,Home Office,5/21/2018,Small Box,Low,Office Supplies,Hang tags,Avery 474,Sudeste,5402,5/25/2011 0:00,Normal Air,Espírito Santo,20735,0.01,0.36,37.03,49,142.1,0.99,2.88
Rio de Janeiro,Julie Prescott,Brasil,Home Office,8/9/2018,Small Box,Low,Office Supplies,Paper,Xerox 1949,Sudeste,3296,8/11/2011 0:00,Normal Air,Rio de Janeiro,26101,0.01,0.36,-10.19,4,25.82,4.72,4.98
SÃ£o Paulo,Jasper Cacioppo,Brasil,Home Office,7/16/2019,Small Box,Low,Office Supplies,Paper,Xerox 21,Sudeste,3453,7/25/2012 0:00,Normal Air,SÃ£o Paulo,11520,0.01,0.37,-90.08,36,246.79,6.6,6.48
SÃ£o Paulo,Mick Hernandez,Brasil,Home Office,4/20/2017,Small Box,Low,Office Supplies,Storage and Organization,Hanging Personal Folder File,Sudeste,5362,4/25/2010 0:00,Normal Air,SÃ£o Paulo,44256,0.01,0.6,-128.89,28,481.27,11.25,15.7
Vitória,Noel Staavos,Brasil,Home Office,7/8/2016,Small Box,Low,Office Supplies,Covers and Acessories,Fellowes Black Plastic Comb Bindings,Sudeste,5265,7/12/2009 0:00,Normal Air,Espírito Santo,4073,0.02,0.39,-137.494,23,139.45,8.49,5.81
SÃ£o Paulo,Vivek Grady,Brasil,Home Office,7/10/2019,Small Box,Low,Office Supplies,Envelopes,Colored Envelopes,Sudeste,2449,7/14/2012 0:00,Normal Air,SÃ£o Paulo,45373,0.02,0.39,-8.89,16,61.52,2.5,3.69
RibeirÃ£o Pires,Brian Thompson,Brasil,Home Office,7/12/2018,Small Box,Low,Office Supplies,Hang tags,Avery 508,Sudeste,7673,7/19/2011 0:00,Normal Air,SÃ£o Paulo,11226,0.02,0.36,3.14,5,24.3,0.5,4.91
Vitória,Helen Wasserman,Brasil,Home Office,6/12/2019,Small Box,Low,Office Supplies,Covers and Acessories,Satellite Sectional Post Binders,Sudeste,1500,6/12/2012 0:00,Normal Air,Espírito Santo,21222,0.03,0.39,-14.582,3,133.9,2.99,43.41
SÃ£o Paulo,Arthur Prichep,Brasil,Home Office,4/12/2017,Small Box,Low,Office Supplies,Paper,Xerox 1940,Sudeste,2895,4/21/2010 0:00,Normal Air,SÃ£o Paulo,44105,0.04,0.36,110.36,9,495.1,10.75,54.96
Vitória,George Zrebassa,Brasil,Home Office,12/27/2016,Small Box,Low,Office Supplies,Hang tags,Avery 498,Sudeste,1932,1/3/2010 0:00,Normal Air,Espírito Santo,3801,0.05,0.38,19.12,19,55.27,0.5,2.89
Vitória,Matt Collister,Brasil,Home Office,2/24/2017,Small Box,Low,Office Supplies,Home appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Sudeste,1471,3/1/2010 0:00,Normal Air,Espírito Santo,20715,0.05,0.58,-30.26,4,40.23,9.23,7.77
Belo Horizonte,Corey Catlett,Brasil,Home Office,8/16/2017,Small Box,Low,Office Supplies,Covers and Acessories,Ibico Presentation Index for Binding Systems,Sudeste,208,8/23/2010 0:00,Normal Air,Minas Gerais,6360,0.06,0.38,-130.663,39,158.46,5.26,3.98
Rio de Janeiro,Katherine Murray,Brasil,Home Office,5/2/2019,Small Box,Low,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Sudeste,5674,5/2/2012 0:00,Normal Air,Rio de Janeiro,5451,0.06,0.4,-119.31,24,222.43,9.86,9.06
SÃ£o Paulo,Fred Wasserman,Brasil,Home Office,8/10/2016,Small Box,Low,Office Supplies,Storage and Organization,"Perma STOR-ALLâ„¢ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Sudeste,3005,8/15/2009 0:00,Normal Air,SÃ£o Paulo,17201,0.07,0.68,-24.44,6,40.06,4.69,5.98
SÃ£o Paulo,Brad Thomas,Brasil,Home Office,11/23/2016,Small Box,Low,Office Supplies,Storage and Organization,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Sudeste,4874,11/30/2009 0:00,Normal Air,SÃ£o Paulo,8332,0.07,0.58,-39.5,36,572.4,6.25,16.91
SÃ£o Paulo,Max Jones,Brasil,Home Office,9/4/2017,Small Box,Low,Office Supplies,Storage and Organization,Fellowes Stor/DrawerÂ® Steel Plusâ„¢ Storage Drawers,Sudeste,162,9/11/2010 0:00,Normal Air,SÃ£o Paulo,19087,0.08,0.79,-179.5,6,583.64,19.99,95.43
SÃ£o Paulo,Patricia Hirasaki,Brasil,Home Office,7/21/2019,Small Box,Low,Office Supplies,Covers and Acessories,Large Capacity Hanging Post Binders,Sudeste,2226,7/23/2012 0:00,Normal Air,SÃ£o Paulo,17403,0.09,0.39,333.5315,44,1001.99,2.99,24.95
SÃ£o Paulo,Vivek Grady,Brasil,Home Office,5/6/2019,Small Box,Low,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Sudeste,3034,5/13/2012 0:00,Normal Air,SÃ£o Paulo,43221,0.1,0.38,274.66,41,607.13,1.39,15.67
RibeirÃ£o Pires,Liz Willingham,Brasil,Home Office,10/18/2019,Small Box,Low,Office Supplies,Hang tags,Avery 508,Sudeste,7049,10/25/2012 0:00,Normal Air,SÃ£o Paulo,14853,0.1,0.36,33.58,19,86.48,0.5,4.91
Vitória,George Zrebassa,Brasil,Home Office,5/6/2017,Small Box,Low,Office Supplies,Paper,Xerox 1985,Sudeste,4402,5/13/2010 0:00,Normal Air,Espírito Santo,4330,0.1,0.37,-42.81,21,128.86,5.16,6.48
RibeirÃ£o Pires,Brian Thompson,Brasil,Home Office,7/12/2018,Small Pack,Low,Office Supplies,Pens and art supplies,Boston 16801 Nautilusâ„¢ Battery Pencil Sharpener,Sudeste,7674,7/17/2011 0:00,Normal Air,SÃ£o Paulo,11226,0.02,0.59,19.37,14,322.61,5.53,22.01
RibeirÃ£o Pires,Vivek Grady,Brasil,Home Office,11/20/2019,Small Pack,Low,Office Supplies,Pens and art supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Sudeste,7007,11/22/2012 0:00,Normal Air,SÃ£o Paulo,44483,0.07,0.56,214.05,43,1502.47,8.99,34.58
SÃ£o Paulo,Denise Leinenbach,Brasil,Home Office,7/2/2019,Small Pack,Low,Office Supplies,Pens and art supplies,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Sudeste,604,7/6/2012 0:00,Normal Air,SÃ£o Paulo,7712,0.07,0.59,-28.43,3,42.5,8.99,11.66
Rio de Janeiro,Noel Staavos,Brasil,Home Office,9/1/2017,Small Pack,Low,Office Supplies,"Scissors, rulers and trimmers","Elite 5"" Scissors",Sudeste,2404,9/6/2010 0:00,Normal Air,Rio de Janeiro,5439,0.07,0.55,-203.68,45,372.01,7.77,8.45
SÃ£o Paulo,Jasper Cacioppo,Brasil,Home Office,7/16/2019,Wrap Bag,Low,Office Supplies,Pens and art supplies,Prismacolor Color Pencil Set,Sudeste,3454,7/25/2012 0:00,Normal Air,SÃ£o Paulo,11520,0.01,0.44,237.75,39,777.78,4.1,19.84
SÃ£o Paulo,Helen Wasserman,Brasil,Home Office,12/17/2017,Wrap Bag,Low,Office Supplies,Elastic bands,"Super Bands, 12/Pack",Sudeste,14,12/22/2010 0:00,Normal Air,SÃ£o Paulo,11554,0.03,0.82,-107,48,90.05,2.58,1.86
SÃ£o Paulo,Lena Creighton,Brasil,Home Office,5/30/2017,Wrap Bag,Low,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Sudeste,1878,6/1/2010 0:00,Normal Air,SÃ£o Paulo,19401,0.03,0.4,110.34,41,316.61,1.71,7.4
SÃ£o Paulo,Anne Pryor,Brasil,Home Office,7/17/2016,Wrap Bag,Low,Office Supplies,Elastic bands,"Super Bands, 12/Pack",Sudeste,3401,7/21/2009 0:00,Normal Air,SÃ£o Paulo,12180,0.05,0.82,-66.62,31,60.64,2.58,1.86
RibeirÃ£o Pires,Carol Triggs,Brasil,Home Office,9/30/2019,Wrap Bag,Low,Office Supplies,Pens and art supplies,"Crayola Anti Dust Chalk, 12/Pack",Sudeste,7828,10/2/2012 0:00,Normal Air,SÃ£o Paulo,14224,0.05,0.4,0.86,40,73.62,1,1.82
SÃ£o Paulo,Toby Carlisle,Brasil,Home Office,7/29/2019,Wrap Bag,Low,Office Supplies,Pens and art supplies,Zebra Zazzle Fluorescent Highlighters,Sudeste,5186,7/31/2012 0:00,Normal Air,SÃ£o Paulo,14043,0.05,0.51,7.23,9,55.49,0.91,6.08
SÃ£o Paulo,Vivek Grady,Brasil,Home Office,5/6/2019,Wrap Bag,Low,Office Supplies,Elastic bands,OIC Thumb-Tacks,Sudeste,3035,5/11/2012 0:00,Normal Air,SÃ£o Paulo,43221,0.07,0.38,-3.19,31,34.22,0.7,1.14
SÃ£o Paulo,Liz Willingham,Brasil,Home Office,3/25/2017,Wrap Bag,Low,Office Supplies,Pens and art supplies,SANFORD Liquid Accentâ„¢ Tank-Style Highlighters,Sudeste,4981,3/29/2010 0:00,Normal Air,SÃ£o Paulo,44236,0.1,0.54,9.5,48,133.43,0.93,2.84
Ibaiti,Mick Crebagga,Brasil,Home Office,12/10/2019,Large Box,Low,Office Supplies,Home appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Sul,3769,12/12/2012 0:00,Normal Air,ParanÃ¡,33917,0.03,0.52,763.32,12,3534.56,24.49,300.65
Pelotas,Justin Ellison,Brasil,Home Office,1/8/2019,Large Box,Low,Office Supplies,Home appliances,Hoover Portapowerâ„¢ Portable Vacuum,Sul,8320,1/8/2012 0:00,Normal Air,Rio Grande do Sul,39208,0.06,0.6,-1367.72,30,182.92,49,4.48
Florianópolis,Mark Van Huff,Brasil,Home Office,1/4/2019,Large Box,Low,Office Supplies,Storage and Organization,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Sul,6310,1/8/2012 0:00,Normal Air,Santa Catarina,42301,0.08,0.8,11.54,47,12723.95,35,279.48
Florianópolis,Maribeth Yedwab,Brasil,Home Office,12/30/2019,Medium Box,Low,Office Supplies,"Scissors, rulers and trimmers",Martin Yale Chadless Opener Electric Letter Opener,Sul,6916,12/30/2012 0:00,Normal Air,Santa Catarina,40356,0.09,0.83,-745.2,1,803.33,24.49,832.81
Porto Alegre,Jennifer Jackson,Brasil,Home Office,5/21/2018,Small Box,Low,Office Supplies,Covers and Acessories,Large Capacity Hanging Post Binders,Sul,2972,5/21/2011 0:00,Normal Air,Rio Grande do Sul,39401,0.01,0.39,43.1715,7,189.73,2.99,24.95
Ãurea,Luke Schmidt,Brasil,Home Office,2/12/2018,Small Box,Low,Office Supplies,Home appliances,Kensington 6 Outlet Guardian Standard Surge Protector,Sul,6364,2/12/2011 0:00,Normal Air,Rio Grande do Sul,29730,0.01,0.58,76.33,30,663.24,6.32,20.48
Florianópolis,William Brown,Brasil,Home Office,2/23/2017,Small Box,Low,Office Supplies,Paper,Xerox 1896,Sul,3843,2/25/2010 0:00,Normal Air,Santa Catarina,30144,0.01,0.4,58.86,41,438.66,4.78,9.99
Porto Alegre,Randy Ferguson,Brasil,Home Office,5/24/2018,Small Box,Low,Office Supplies,Paper,Xerox 226,Sul,5948,5/31/2011 0:00,Normal Air,Rio Grande do Sul,37042,0.02,0.37,-59.96,28,183.65,5.84,6.48
Erval Seco,Denise Monton,Brasil,Home Office,12/3/2018,Small Box,Low,Office Supplies,Covers and Acessories,Round Ring Binders,Sul,8217,12/5/2011 0:00,Normal Air,Rio Grande do Sul,27511,0.03,0.38,-5.1865,7,15.61,1.49,2.08
Curitiba,Patrick Jones,Brasil,Home Office,11/2/2016,Small Box,Low,Office Supplies,Covers and Acessories,Avery Printable Repositionable Plastic Tabs,Sul,2938,11/4/2009 0:00,Normal Air,ParanÃ¡,36801,0.04,0.38,-20.3895,6,56.22,6.19,8.6
MaringÃ¡,Tony Sayre,Brasil,Home Office,10/4/2017,Small Box,Low,Office Supplies,Covers and Acessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Sul,8044,10/11/2010 0:00,Normal Air,ParanÃ¡,36701,0.04,0.36,-93.2305,32,167.07,5.68,4.91
MaringÃ¡,Joe Elijah,Brasil,Home Office,9/22/2017,Small Box,Low,Office Supplies,Covers and Acessories,"Cardinal Slant-DÂ® Ring Binder, Heavy Gauge Vinyl",Sul,6010,9/29/2010 0:00,Normal Air,ParanÃ¡,72903,0.04,0.39,47.5235,33,283.8,2.99,8.69
MaringÃ¡,Tony Sayre,Brasil,Home Office,10/4/2017,Small Box,Low,Office Supplies,Covers and Acessories,Wilson JonesÂ® Four-Pocket Poly Binders,Sul,8046,10/4/2010 0:00,Normal Air,ParanÃ¡,36701,0.04,0.36,-79.81,48,309.65,5.27,6.54
MaringÃ¡,Troy Blackwell,Brasil,Home Office,7/7/2016,Small Box,Low,Office Supplies,Storage and Organization,"File Shuttle II and Handi-File, Black",Sul,5198,7/12/2009 0:00,Normal Air,ParanÃ¡,33461,0.04,0.6,92.34,20,668.8,5.1,33.89
Porto Alegre,MaryBeth Skach,Brasil,Home Office,11/7/2018,Small Box,Low,Office Supplies,Covers and Acessories,GBC Poly Designer Binding Covers,Sul,3497,11/11/2011 0:00,Normal Air,Rio Grande do Sul,28115,0.05,0.36,13.77,9,149.64,5.08,16.74
Porto Alegre,Amy Hunt,Brasil,Home Office,5/14/2018,Small Box,Low,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Sul,1360,5/14/2011 0:00,Normal Air,Rio Grande do Sul,37664,0.05,0.38,155.82,23,356.09,1.39,15.67
